iteration;agentId;positionBefore;positionAfter;personalBest;personalBestFitness;globalBest;globalBestFitness;popAvgFitness;popStdDev;distToOptimum
2;8;30.53565443919148 -31.47094434200928;30.53565443919148 -31.47094434200928;30.53565443919148 -31.47094434200928;22.30213586276853;-1.661662655478228 2.192411774975142;8.247060496256562;19.55949440213086;3.321869176969308;43.85027399923015
2;9;-5.894916220115789 -4.908945242037799;-5.894916220115789 -4.908945242037799;-5.894916220115789 -4.908945242037799;13.69956412512603;-1.661662655478228 2.192411774975142;8.247060496256562;19.55949440213086;3.321869176969308;7.671230711659621
2;10;23.72614041563092 24.67696140080395;23.72614041563092 24.67696140080395;23.72614041563092 24.67696140080395;21.81667225009339;-1.661662655478228 2.192411774975142;8.247060496256562;19.55949440213086;3.321869176969308;34.23276446620989
2;11;22.80539325336843 9.124189434371658;22.80539325336843 9.124189434371658;22.80539325336843 9.124189434371658;20.40630493096825;-1.661662655478228 2.192411774975142;8.247060496256562;19.55949440213086;3.321869176969308;24.56291501990514
2;12;-10.00824341225413 13.83095333997562;-10.00824341225413 13.83095333997562;-10.00824341225413 13.83095333997562;18.82794858909982;-1.661662655478228 2.192411774975142;8.247060496256562;19.55949440213086;3.321869176969308;17.07220567154435
2;13;-29.15245547307014 4.259519629832163;-29.15245547307014 4.259519629832163;-29.15245547307014 4.259519629832163;21.11418330688964;-1.661662655478228 2.192411774975142;8.247060496256562;19.55949440213086;3.321869176969308;29.46199530897836
2;14;13.44135721876131 15.32372306816612;13.44135721876131 15.32372306816612;13.44135721876131 15.32372306816612;21.09692048883087;-1.661662655478228 2.192411774975142;8.247060496256562;19.55949440213086;3.321869176969308;20.38348774258697
2;15;-10.08093748333948 -7.739066503863256;-10.49563511271265 -7.829479223092467;-10.08093748333948 -7.739066503863256;17.90802391312286;-1.661662655478228 2.192411774975142;8.247060496256562;19.55949440213086;3.321869176969308;13.09423924189730
2;16;-13.65597221922556 14.56195562798659;-13.65597221922556 14.56195562798659;-13.65597221922556 14.56195562798659;21.05343877628098;-1.661662655478228 2.192411774975142;8.247060496256562;19.55949440213086;3.321869176969308;19.96336967958342
2;17;-21.49113448373362 20.33234332241776;-21.49113448373362 20.33234332241776;-21.49113448373362 20.33234332241776;21.93950838078818;-1.661662655478228 2.192411774975142;8.247060496256562;19.55949440213086;3.321869176969308;29.58501388166973
2;18;-5.150687643353660 -7.752521182903934;-5.150687643353660 -7.752521182903934;-5.150687643353660 -7.752521182903934;16.00578266801308;-1.661662655478228 2.192411774975142;8.247060496256562;19.55949440213086;3.321869176969308;9.307586577129985
2;19;24.53975878940203 -29.22141365897084;24.53975878940203 -29.22141365897084;24.53975878940203 -29.22141365897084;21.95405449236174;-1.661662655478228 2.192411774975142;8.247060496256562;19.55949440213086;3.321869176969308;38.15875754883434
3;0;-16.25683680919964 -9.670529069429030;-16.25683680919964 -9.670529069429030;-16.25683680919964 -9.670529069429030;20.56989681496528;-1.661662655478228 2.192411774975142;8.247060496256562;19.53770654209934;3.268346172199832;18.91570446807679
3;1;3.935069260688096 20.11874261483620;3.935069260688096 20.11874261483620;3.935069260688096 20.11874261483620;19.33237762158580;-1.661662655478228 2.192411774975142;8.247060496256562;19.53770654209934;3.268346172199832;20.49996523139584
3;2;-30.13427440820803 8.463993963484953;-30.13427440820803 8.463993963484953;-30.13427440820803 8.463993963484953;21.62266303317064;-1.661662655478228 2.192411774975142;8.247060496256562;19.53770654209934;3.268346172199832;31.30037839904002
3;3;15.51520804204913 1.530696448155403;15.51520804204913 1.530696448155403;15.51520804204913 1.530696448155403;20.14075206974853;-1.661662655478228 2.192411774975142;8.247060496256562;19.53770654209934;3.268346172199832;15.59053277487532
3;4;-1.661662655478228 2.192411774975142;-1.815012060851916 2.487332980941444;-1.661662655478228 2.192411774975142;8.247060496256562;-1.661662655478228 2.192411774975142;8.247060496256562;19.53770654209934;3.268346172199832;3.079138538474190
3;5;25.41707098256534 -15.61259803013450;25.41707098256534 -15.61259803013450;25.41707098256534 -15.61259803013450;21.98062557936192;-1.661662655478228 2.192411774975142;8.247060496256562;19.53770654209934;3.268346172199832;29.82919232200773
3;6;11.65503792602562 -8.686958165824361;11.65503792602562 -8.686958165824361;11.65503792602562 -8.686958165824361;19.53572108881212;-1.661662655478228 2.192411774975142;8.247060496256562;19.53770654209934;3.268346172199832;14.53627019671409
3;7;21.42729883504138 -1.056800659703345;21.42729883504138 -1.056800659703345;21.42729883504138 -1.056800659703345;20.73583385148192;-1.661662655478228 2.192411774975142;8.247060496256562;19.53770654209934;3.268346172199832;21.45334386524662
3;8;30.53565443919148 -31.47094434200928;30.53565443919148 -31.47094434200928;30.53565443919148 -31.47094434200928;22.30213586276853;-1.661662655478228 2.192411774975142;8.247060496256562;19.53770654209934;3.268346172199832;43.85027399923015
3;9;-5.894916220115789 -4.908945242037799;-5.894916220115789 -4.908945242037799;-5.894916220115789 -4.908945242037799;13.69956412512603;-1.661662655478228 2.192411774975142;8.247060496256562;19.53770654209934;3.268346172199832;7.671230711659621
3;10;23.72614041563092 24.67696140080395;23.72614041563092 24.67696140080395;23.72614041563092 24.67696140080395;21.81667225009339;-1.661662655478228 2.192411774975142;8.247060496256562;19.53770654209934;3.268346172199832;34.23276446620989
3;11;22.80539325336843 9.124189434371658;22.80539325336843 9.124189434371658;22.80539325336843 9.124189434371658;20.40630493096825;-1.661662655478228 2.192411774975142;8.247060496256562;19.53770654209934;3.268346172199832;24.56291501990514
3;12;-10.00824341225413 13.83095333997562;-10.00824341225413 13.83095333997562;-10.00824341225413 13.83095333997562;18.82794858909982;-1.661662655478228 2.192411774975142;8.247060496256562;19.53770654209934;3.268346172199832;17.07220567154435
3;13;-29.15245547307014 4.259519629832163;-29.15245547307014 4.259519629832163;-29.15245547307014 4.259519629832163;21.11418330688964;-1.661662655478228 2.192411774975142;8.247060496256562;19.53770654209934;3.268346172199832;29.46199530897836
3;14;13.44135721876131 15.32372306816612;13.44135721876131 15.32372306816612;13.44135721876131 15.32372306816612;21.09692048883087;-1.661662655478228 2.192411774975142;8.247060496256562;19.53770654209934;3.268346172199832;20.38348774258697
3;15;-10.49563511271265 -7.829479223092467;-10.49563511271265 -7.829479223092467;-10.08093748333948 -7.739066503863256;17.90802391312286;-1.661662655478228 2.192411774975142;8.247060496256562;19.53770654209934;3.268346172199832;13.09423924189730
3;16;-13.65597221922556 14.56195562798659;-13.65597221922556 14.56195562798659;-13.65597221922556 14.56195562798659;21.05343877628098;-1.661662655478228 2.192411774975142;8.247060496256562;19.53770654209934;3.268346172199832;19.96336967958342
3;17;-21.49113448373362 20.33234332241776;-21.49113448373362 20.33234332241776;-21.49113448373362 20.33234332241776;21.93950838078818;-1.661662655478228 2.192411774975142;8.247060496256562;19.53770654209934;3.268346172199832;29.58501388166973
3;18;-5.150687643353660 -7.752521182903934;-5.030776273546366 -8.010330546247765;-5.030776273546366 -8.010330546247765;14.77915653623989;-1.661662655478228 2.192411774975142;8.247060496256562;19.53770654209934;3.268346172199832;9.459075291730533
3;19;24.53975878940203 -29.22141365897084;24.53975878940203 -29.22141365897084;24.53975878940203 -29.22141365897084;21.95405449236174;-1.661662655478228 2.192411774975142;8.247060496256562;19.53770654209934;3.268346172199832;38.15875754883434
4;0;-16.25683680919964 -9.670529069429030;-16.25683680919964 -9.670529069429030;-16.25683680919964 -9.670529069429030;20.56989681496528;-1.661662655478228 2.192411774975142;8.247060496256562;19.55586494624166;3.275952332728250;18.91570446807679
4;1;3.935069260688096 20.11874261483620;3.935069260688096 20.11874261483620;3.935069260688096 20.11874261483620;19.33237762158580;-1.661662655478228 2.192411774975142;8.247060496256562;19.55586494624166;3.275952332728250;20.49996523139584
4;2;-30.13427440820803 8.463993963484953;-30.13427440820803 8.463993963484953;-30.13427440820803 8.463993963484953;21.62266303317064;-1.661662655478228 2.192411774975142;8.247060496256562;19.55586494624166;3.275952332728250;31.30037839904002
4;3;15.51520804204913 1.530696448155403;15.51520804204913 1.530696448155403;15.51520804204913 1.530696448155403;20.14075206974853;-1.661662655478228 2.192411774975142;8.247060496256562;19.55586494624166;3.275952332728250;15.59053277487532
4;4;-1.815012060851916 2.487332980941444;-1.815012060851916 2.487332980941444;-1.661662655478228 2.192411774975142;8.247060496256562;-1.661662655478228 2.192411774975142;8.247060496256562;19.55586494624166;3.275952332728250;3.079138538474190
4;5;25.41707098256534 -15.61259803013450;25.41707098256534 -15.61259803013450;25.41707098256534 -15.61259803013450;21.98062557936192;-1.661662655478228 2.192411774975142;8.247060496256562;19.55586494624166;3.275952332728250;29.82919232200773
4;6;11.65503792602562 -8.686958165824361;11.65503792602562 -8.686958165824361;11.65503792602562 -8.686958165824361;19.53572108881212;-1.661662655478228 2.192411774975142;8.247060496256562;19.55586494624166;3.275952332728250;14.53627019671409
4;7;21.42729883504138 -1.056800659703345;21.41396988384558 -0.7509109996058918;21.42729883504138 -1.056800659703345;20.73583385148192;-1.661662655478228 2.192411774975142;8.247060496256562;19.55586494624166;3.275952332728250;21.42713171461767
4;8;30.53565443919148 -31.47094434200928;30.53565443919148 -31.47094434200928;30.53565443919148 -31.47094434200928;22.30213586276853;-1.661662655478228 2.192411774975142;8.247060496256562;19.55586494624166;3.275952332728250;43.85027399923015
4;9;-5.894916220115789 -4.908945242037799;-5.894916220115789 -4.908945242037799;-5.894916220115789 -4.908945242037799;13.69956412512603;-1.661662655478228 2.192411774975142;8.247060496256562;19.55586494624166;3.275952332728250;7.671230711659621
4;10;23.72614041563092 24.67696140080395;23.72614041563092 24.67696140080395;23.72614041563092 24.67696140080395;21.81667225009339;-1.661662655478228 2.192411774975142;8.247060496256562;19.55586494624166;3.275952332728250;34.23276446620989
4;11;22.80539325336843 9.124189434371658;22.80539325336843 9.124189434371658;22.80539325336843 9.124189434371658;20.40630493096825;-1.661662655478228 2.192411774975142;8.247060496256562;19.55586494624166;3.275952332728250;24.56291501990514
4;12;-10.00824341225413 13.83095333997562;-10.00824341225413 13.83095333997562;-10.00824341225413 13.83095333997562;18.82794858909982;-1.661662655478228 2.192411774975142;8.247060496256562;19.55586494624166;3.275952332728250;17.07220567154435
4;13;-29.15245547307014 4.259519629832163;-29.15245547307014 4.259519629832163;-29.15245547307014 4.259519629832163;21.11418330688964;-1.661662655478228 2.192411774975142;8.247060496256562;19.55586494624166;3.275952332728250;29.46199530897836
4;14;13.44135721876131 15.32372306816612;13.44135721876131 15.32372306816612;13.44135721876131 15.32372306816612;21.09692048883087;-1.661662655478228 2.192411774975142;8.247060496256562;19.55586494624166;3.275952332728250;20.38348774258697
4;15;-10.49563511271265 -7.829479223092467;-10.49563511271265 -7.829479223092467;-10.08093748333948 -7.739066503863256;17.90802391312286;-1.661662655478228 2.192411774975142;8.247060496256562;19.55586494624166;3.275952332728250;13.09423924189730
4;16;-13.65597221922556 14.56195562798659;-13.65597221922556 14.56195562798659;-13.65597221922556 14.56195562798659;21.05343877628098;-1.661662655478228 2.192411774975142;8.247060496256562;19.55586494624166;3.275952332728250;19.96336967958342
4;17;-21.49113448373362 20.33234332241776;-21.49113448373362 20.33234332241776;-21.49113448373362 20.33234332241776;21.93950838078818;-1.661662655478228 2.192411774975142;8.247060496256562;19.55586494624166;3.275952332728250;29.58501388166973
4;18;-5.030776273546366 -8.010330546247765;-5.030776273546366 -8.010330546247765;-5.030776273546366 -8.010330546247765;14.77915653623989;-1.661662655478228 2.192411774975142;8.247060496256562;19.55586494624166;3.275952332728250;9.459075291730533
4;19;24.53975878940203 -29.22141365897084;24.53975878940203 -29.22141365897084;24.53975878940203 -29.22141365897084;21.95405449236174;-1.661662655478228 2.192411774975142;8.247060496256562;19.55586494624166;3.275952332728250;38.15875754883434
5;0;-16.25683680919964 -9.670529069429030;-16.25683680919964 -9.670529069429030;-16.25683680919964 -9.670529069429030;20.56989681496528;-1.661662655478228 2.192411774975142;8.247060496256562;19.49289257277751;3.252654121716678;18.91570446807679
5;1;3.935069260688096 20.11874261483620;3.935069260688096 20.11874261483620;3.935069260688096 20.11874261483620;19.33237762158580;-1.661662655478228 2.192411774975142;8.247060496256562;19.49289257277751;3.252654121716678;20.49996523139584
5;2;-30.13427440820803 8.463993963484953;-30.13427440820803 8.463993963484953;-30.13427440820803 8.463993963484953;21.62266303317064;-1.661662655478228 2.192411774975142;8.247060496256562;19.49289257277751;3.252654121716678;31.30037839904002
5;3;15.51520804204913 1.530696448155403;15.51520804204913 1.530696448155403;15.51520804204913 1.530696448155403;20.14075206974853;-1.661662655478228 2.192411774975142;8.247060496256562;19.49289257277751;3.252654121716678;15.59053277487532
5;4;-1.815012060851916 2.487332980941444;-1.815012060851916 2.487332980941444;-1.661662655478228 2.192411774975142;8.247060496256562;-1.661662655478228 2.192411774975142;8.247060496256562;19.49289257277751;3.252654121716678;3.079138538474190
5;5;25.41707098256534 -15.61259803013450;25.41707098256534 -15.61259803013450;25.41707098256534 -15.61259803013450;21.98062557936192;-1.661662655478228 2.192411774975142;8.247060496256562;19.49289257277751;3.252654121716678;29.82919232200773
5;6;11.65503792602562 -8.686958165824361;11.65503792602562 -8.686958165824361;11.65503792602562 -8.686958165824361;19.53572108881212;-1.661662655478228 2.192411774975142;8.247060496256562;19.49289257277751;3.252654121716678;14.53627019671409
5;7;21.41396988384558 -0.7509109996058918;21.41396988384558 -0.7509109996058918;21.42729883504138 -1.056800659703345;20.73583385148192;-1.661662655478228 2.192411774975142;8.247060496256562;19.49289257277751;3.252654121716678;21.42713171461767
5;8;30.53565443919148 -31.47094434200928;30.53565443919148 -31.47094434200928;30.53565443919148 -31.47094434200928;22.30213586276853;-1.661662655478228 2.192411774975142;8.247060496256562;19.49289257277751;3.252654121716678;43.85027399923015
5;9;-5.894916220115789 -4.908945242037799;-5.894916220115789 -4.908945242037799;-5.894916220115789 -4.908945242037799;13.69956412512603;-1.661662655478228 2.192411774975142;8.247060496256562;19.49289257277751;3.252654121716678;7.671230711659621
5;10;23.72614041563092 24.67696140080395;23.72614041563092 24.67696140080395;23.72614041563092 24.67696140080395;21.81667225009339;-1.661662655478228 2.192411774975142;8.247060496256562;19.49289257277751;3.252654121716678;34.23276446620989
5;11;22.80539325336843 9.124189434371658;22.80539325336843 9.124189434371658;22.80539325336843 9.124189434371658;20.40630493096825;-1.661662655478228 2.192411774975142;8.247060496256562;19.49289257277751;3.252654121716678;24.56291501990514
5;12;-10.00824341225413 13.83095333997562;-9.921153280840795 14.06082322429180;-9.921153280840795 14.06082322429180;18.49497479378925;-1.661662655478228 2.192411774975142;8.247060496256562;19.49289257277751;3.252654121716678;17.20860343452430
5;13;-29.15245547307014 4.259519629832163;-29.15245547307014 4.259519629832163;-29.15245547307014 4.259519629832163;21.11418330688964;-1.661662655478228 2.192411774975142;8.247060496256562;19.49289257277751;3.252654121716678;29.46199530897836
5;14;13.44135721876131 15.32372306816612;13.44135721876131 15.32372306816612;13.44135721876131 15.32372306816612;21.09692048883087;-1.661662655478228 2.192411774975142;8.247060496256562;19.49289257277751;3.252654121716678;20.38348774258697
5;15;-10.49563511271265 -7.829479223092467;-10.49563511271265 -7.829479223092467;-10.08093748333948 -7.739066503863256;17.90802391312286;-1.661662655478228 2.192411774975142;8.247060496256562;19.49289257277751;3.252654121716678;13.09423924189730
5;16;-13.65597221922556 14.56195562798659;-13.65597221922556 14.56195562798659;-13.65597221922556 14.56195562798659;21.05343877628098;-1.661662655478228 2.192411774975142;8.247060496256562;19.49289257277751;3.252654121716678;19.96336967958342
5;17;-21.49113448373362 20.33234332241776;-22.03671749399900 19.70126441616354;-22.03671749399900 19.70126441616354;21.01303470681580;-1.661662655478228 2.192411774975142;8.247060496256562;19.49289257277751;3.252654121716678;29.55937647356441
5;18;-5.030776273546366 -8.010330546247765;-5.030776273546366 -8.010330546247765;-5.030776273546366 -8.010330546247765;14.77915653623989;-1.661662655478228 2.192411774975142;8.247060496256562;19.49289257277751;3.252654121716678;9.459075291730533
5;19;24.53975878940203 -29.22141365897084;24.53975878940203 -29.22141365897084;24.53975878940203 -29.22141365897084;21.95405449236174;-1.661662655478228 2.192411774975142;8.247060496256562;19.49289257277751;3.252654121716678;38.15875754883434
6;0;-16.25683680919964 -9.670529069429030;-16.25683680919964 -9.670529069429030;-16.25683680919964 -9.670529069429030;20.56989681496528;-1.661662655478228 2.192411774975142;8.247060496256562;19.43356029002579;3.233582632581872;18.91570446807679
6;1;3.935069260688096 20.11874261483620;3.935069260688096 20.11874261483620;3.935069260688096 20.11874261483620;19.33237762158580;-1.661662655478228 2.192411774975142;8.247060496256562;19.43356029002579;3.233582632581872;20.49996523139584
6;2;-30.13427440820803 8.463993963484953;-30.13427440820803 8.463993963484953;-30.13427440820803 8.463993963484953;21.62266303317064;-1.661662655478228 2.192411774975142;8.247060496256562;19.43356029002579;3.233582632581872;31.30037839904002
